"DR_NO","Date.Rptd","DATE.OCC","TIME.OCC","AREA","AREA.NAME","Rpt.Dist.No","Part.1.2","Crm.Cd","Crm.Cd.Desc","Vict.Age","Vict.Sex","Vict.Descent","Premis.Cd","Premis.Desc","Status","Status.Desc","LOCATION","LAT","LON","Time.to.reports","Delayed_Report","Time_Slots_Happening","Weekdays_of_DateOcc"
200512394,2020-07-23,2020-07-23,1245,5,"Harbor",563,2,354,"THEFT OF IDENTITY",39,"F","B",103,"ALLEY","IC","Invest Cont","1400 S  GRAND                        AV",33.7306,-118.2902,0,"0","Afternoon","Thursday"
232104887,2023-01-24,2020-05-20,1830,21,"Topanga",2173,2,354,"THEFT OF IDENTITY",22,"M","O",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","23000    LEONORA                      DR",34.1658,-118.6273,979,"1","Afternoon","Wednesday"
221610234,2022-07-08,2022-07-07,535,16,"Foothill",1675,2,354,"THEFT OF IDENTITY",35,"F","H",605,"AUTOMATED TELLER MACHINE (ATM)","IC","Invest Cont","8600    SUNLAND                      BL",34.2309,-118.3727,1,"0","Morning","Thursday"
210608276,2021-04-12,2021-04-06,139,6,"Hollywood",622,2,354,"THEFT OF IDENTITY",33,"M","O",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","7200    HILLSIDE                     AV",34.1046,-118.3489,6,"1","Midnight","Tuesday"
221820626,2022-11-14,2022-11-07,620,18,"Southeast",1842,2,354,"THEFT OF IDENTITY",37,"F","H",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","200 W  112TH                        ST",33.933,-118.2766,7,"1","Morning","Monday"
220617024,2022-10-03,2022-10-02,733,6,"Hollywood",667,2,354,"THEFT OF IDENTITY",33,"F","B",605,"AUTOMATED TELLER MACHINE (ATM)","IC","Invest Cont","5800    LEXINGTON                    AV",34.0928,-118.3158,1,"0","Morning","Sunday"
220618391,2022-11-02,2022-11-02,700,6,"Hollywood",677,2,354,"THEFT OF IDENTITY",35,"F","H",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","800 N  RIDGEWOOD                    PL",34.0858,-118.3146,0,"0","Morning","Wednesday"
201008430,2020-04-27,2020-03-06,2030,10,"West Valley",1031,2,354,"THEFT OF IDENTITY",35,"M","H",203,"OTHER BUSINESS","IC","Invest Cont","VICTORY",34.1866,-118.5535,52,"1","Evening","Friday"
221808883,2022-04-08,2022-03-07,525,18,"Southeast",1862,2,354,"THEFT OF IDENTITY",24,"M","A",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","12000 S  MAIN                         ST",33.9237,-118.2739,32,"1","Morning","Monday"
211218967,2021-09-02,2021-09-01,1200,12,"77th Street",1205,2,354,"THEFT OF IDENTITY",70,"M","B",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","4900 S  BUDLONG                      AV",33.9978,-118.2959,1,"0","Afternoon","Wednesday"
201104532,2020-01-13,2020-01-11,800,11,"Northeast",1102,2,354,"THEFT OF IDENTITY",65,"F","H",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","4600    BRUNSWICK                    AV",34.1353,-118.269,2,"1","Morning","Saturday"
221806765,2022-03-02,2022-03-02,200,18,"Southeast",1834,2,354,"THEFT OF IDENTITY",22,"F","B",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","10500 S  SAN PEDRO                    ST",33.941,-118.2695,0,"0","Midnight","Wednesday"
242109931,2024-06-24,2023-12-21,1255,21,"Topanga",2144,2,354,"THEFT OF IDENTITY",52,"F","W",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","22500    FRIAR                        ST",34.1856,-118.6172,186,"1","Afternoon","Thursday"
220411103,2022-07-12,2022-07-04,1303,4,"Hollenbeck",464,2,354,"THEFT OF IDENTITY",27,"M","H",203,"OTHER BUSINESS","IC","Invest Cont","200 N  BREED                        ST",34.0456,-118.2101,8,"1","Afternoon","Monday"
241907786,2024-04-13,2024-04-12,1905,19,"Mission",1908,2,354,"THEFT OF IDENTITY",46,"F","W",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","13100    MIRA MAR                     DR",34.3103,-118.4058,1,"0","Evening","Friday"
222105969,2022-02-14,2022-02-12,1230,21,"Topanga",2189,2,354,"THEFT OF IDENTITY",64,"M","W",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","20200    VENTURA                      BL",34.1702,-118.5729,2,"1","Afternoon","Saturday"
210812949,2021-08-12,2021-06-23,1050,8,"West LA",857,2,354,"THEFT OF IDENTITY",77,"F","W",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","1500    EDRIS                        DR",34.0507,-118.3974,50,"1","Morning","Wednesday"
221219347,2022-08-22,2022-04-22,435,12,"77th Street",1255,2,354,"THEFT OF IDENTITY",72,"F","B",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","1200 W  76TH                         ST",33.971,-118.2962,122,"1","Morning","Friday"
230716704,2023-11-02,2023-08-23,1200,7,"Wilshire",789,2,354,"THEFT OF IDENTITY",25,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","1900    ARLINGTON                    AV",34.0379,-118.323,71,"1","Afternoon","Wednesday"
221917519,2022-12-03,2022-12-02,1200,19,"Mission",1904,2,354,"THEFT OF IDENTITY",59,"F","W",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","13600    GLADSTONE                    AV",34.3189,-118.4388,1,"0","Afternoon","Friday"
241806355,2024-02-21,2020-08-02,710,18,"Southeast",1824,2,354,"THEFT OF IDENTITY",33,"M","O",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","1100 E  101ST                        ST",33.9449,-118.2565,1298,"1","Morning","Sunday"
202105066,2020-01-24,2020-01-22,1325,21,"Topanga",2143,2,354,"THEFT OF IDENTITY",72,"F","A",203,"OTHER BUSINESS","IC","Invest Cont","6600    FALLBROOK                    AV",34.1883,-118.6274,2,"1","Afternoon","Wednesday"
221615107,2022-12-03,2022-12-03,630,16,"Foothill",1687,2,354,"THEFT OF IDENTITY",36,"F","H",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","11200    DORA                         ST",34.223,-118.3756,0,"0","Morning","Saturday"
230606625,2023-02-21,2023-02-20,1400,6,"Hollywood",663,2,354,"THEFT OF IDENTITY",68,"F","O",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","1200 N  ORANGE                       DR",34.0926,-118.3416,1,"0","Afternoon","Monday"
220405296,2022-02-09,2022-02-01,1715,4,"Hollenbeck",489,2,354,"THEFT OF IDENTITY",49,"F","H",602,"BANK","IC","Invest Cont","2700    WYNWOOD                      LN",34.0264,-118.2171,8,"1","Afternoon","Tuesday"
220105888,2022-02-02,2022-02-01,737,1,"Central",121,2,354,"THEFT OF IDENTITY",38,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","900 W  TEMPLE                       ST",34.0607,-118.2494,1,"0","Morning","Tuesday"
232109043,2023-05-12,2023-05-08,1100,21,"Topanga",2158,2,354,"THEFT OF IDENTITY",34,"F","O",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","6000    DE SOTO                      AV",34.1792,-118.5904,4,"1","Morning","Monday"
201415064,2020-08-05,2020-07-24,1930,14,"Pacific",1435,2,354,"THEFT OF IDENTITY",53,"M","O",412,"ELECTRONICS STORE (IE:RADIO SHACK, ETC.)","IC","Invest Cont","3500    STONER                       AV",34.0122,-118.4327,12,"1","Evening","Friday"
201908196,2020-03-28,2020-03-19,2315,19,"Mission",1963,2,354,"THEFT OF IDENTITY",27,"F","B",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","PLUMMER",34.2427,-118.4453,9,"1","Evening","Thursday"
231708341,2023-04-19,2023-04-17,2235,17,"Devonshire",1737,2,354,"THEFT OF IDENTITY",20,"M","O",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","11000    HAYVENHURST                  AV",34.2701,-118.4935,2,"1","Evening","Monday"
220123910,2022-11-03,2022-11-03,615,1,"Central",145,2,354,"THEFT OF IDENTITY",28,"F","B",605,"AUTOMATED TELLER MACHINE (ATM)","IC","Invest Cont","400 S  MAIN                         ST",34.0481,-118.2472,0,"0","Morning","Thursday"
232115145,2023-10-12,2023-09-14,1200,21,"Topanga",2143,2,354,"THEFT OF IDENTITY",64,"M","W",108,"PARKING LOT","AA","Adult Arrest","22800    VICTORY                      BL",34.1865,-118.6235,28,"1","Afternoon","Thursday"
220208182,2022-04-02,2022-04-02,115,2,"Rampart",237,2,354,"THEFT OF IDENTITY",32,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","200    WITMER                       ST",34.061,-118.2615,0,"0","Midnight","Saturday"
221912350,2022-07-21,2022-07-02,100,19,"Mission",1966,2,354,"THEFT OF IDENTITY",24,"F","H",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","9300    VAN NUYS                     BL",34.2386,-118.4464,19,"1","Midnight","Saturday"
240307211,2024-03-03,2024-03-03,600,3,"Southwest",314,2,354,"THEFT OF IDENTITY",22,"F","H",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","3700 W  27TH                         ST",34.0312,-118.3239,0,"0","Morning","Sunday"
200609608,2020-04-24,2020-04-20,1500,6,"Hollywood",644,2,354,"THEFT OF IDENTITY",38,"F","B",145,"MAIL BOX","IC","Invest Cont","1300 N  POINSETTIA                   PL",34.0944,-118.3483,4,"1","Afternoon","Monday"
231710288,2023-05-24,2023-05-24,1130,17,"Devonshire",1756,2,354,"THEFT OF IDENTITY",71,"M","W",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","10200    BALBOA                       BL",34.254,-118.5128,0,"0","Morning","Wednesday"
241109062,2024-07-02,2024-06-26,930,11,"Northeast",1133,2,354,"THEFT OF IDENTITY",65,"F","H",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","3200    MADERA                       AV",34.1122,-118.2565,6,"1","Morning","Wednesday"
231807015,2023-03-01,2023-03-01,650,18,"Southeast",1837,2,354,"THEFT OF IDENTITY",44,"F","B",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","10800    COMPTON                      AV",33.9378,-118.2463,0,"0","Morning","Wednesday"
222105110,2022-01-28,2020-09-07,1200,21,"Topanga",2102,2,354,"THEFT OF IDENTITY",41,"M","W",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","8300    WOODLAKE                     AV",34.2193,-118.6322,508,"1","Afternoon","Monday"
241005480,2024-02-10,2024-02-10,1700,10,"West Valley",1045,2,354,"THEFT OF IDENTITY",36,"M","W",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","18100    BURBANK                      BL",34.1723,-118.528,0,"0","Afternoon","Saturday"
230112521,2023-05-17,2023-05-17,1105,1,"Central",171,2,354,"THEFT OF IDENTITY",35,"M","O",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","900 W  OLYMPIC                      BL",34.0454,-118.2658,0,"0","Morning","Wednesday"
221320377,2022-11-03,2022-11-02,620,13,"Newton",1377,2,354,"THEFT OF IDENTITY",28,"F","B",750,"CYBERSPACE","IC","Invest Cont","5300    DUARTE                       ST",33.9947,-118.2423,1,"0","Morning","Wednesday"
240117811,2024-09-01,2024-08-01,820,1,"Central",174,2,354,"THEFT OF IDENTITY",34,"M","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","700 S  SPRING                       ST",34.0445,-118.2523,31,"1","Morning","Thursday"
220110522,2022-04-15,2022-04-07,1207,1,"Central",154,2,354,"THEFT OF IDENTITY",39,"F","B",710,"OTHER PREMISE","IC","Invest Cont","100 E  5TH                          ST",34.0467,-118.2485,8,"1","Afternoon","Thursday"
222115011,2022-10-04,2022-10-01,1000,21,"Topanga",2107,2,354,"THEFT OF IDENTITY",29,"F","H",602,"BANK","IC","Invest Cont","21000    SCHOENBORN                   ST",34.2213,-118.5907,3,"1","Morning","Saturday"
241905069,2024-01-21,2024-01-18,1105,19,"Mission",1913,2,354,"THEFT OF IDENTITY",35,"M","H",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","14600    NURMI                        ST",34.307,-118.4521,3,"1","Morning","Thursday"
210405078,2021-01-29,2020-12-08,1000,4,"Hollenbeck",497,2,354,"THEFT OF IDENTITY",46,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","3400 E  15TH                         ST",34.0158,-118.2059,52,"1","Morning","Tuesday"
231815991,2023-09-04,2023-09-01,1745,18,"Southeast",1821,2,354,"THEFT OF IDENTITY",30,"F","B",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","700 W  104TH                        ST",33.9467,-118.2871,3,"1","Afternoon","Friday"
221507756,2022-03-31,2020-12-05,1200,15,"N Hollywood",1522,2,354,"THEFT OF IDENTITY",33,"M","W",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","6600    ATOLL                        AV",34.1899,-118.4189,481,"1","Afternoon","Saturday"
201509381,2020-04-30,2020-02-25,2000,15,"N Hollywood",1563,2,354,"THEFT OF IDENTITY",42,"F","W",412,"ELECTRONICS STORE (IE:RADIO SHACK, ETC.)","IC","Invest Cont","4500    CAMELLIA                     AV",34.1522,-118.3823,65,"1","Evening","Tuesday"
200804921,2020-01-21,2020-01-21,1000,8,"West LA",835,2,354,"THEFT OF IDENTITY",44,"M","A",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","2000    MIDVALE                      AV",34.0462,-118.4351,0,"0","Morning","Tuesday"
241813984,2024-10-19,2024-10-14,1556,18,"Southeast",1831,2,354,"THEFT OF IDENTITY",60,"F","F",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","500 W  127TH                        ST",33.9176,-118.2829,5,"1","Afternoon","Monday"
231016765,2023-12-01,2022-10-01,1200,10,"West Valley",1065,2,354,"THEFT OF IDENTITY",36,"M","O",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","5400    ZELZAH                       AV",34.1686,-118.522,426,"1","Afternoon","Saturday"
210207616,2021-03-17,2020-07-23,1200,2,"Rampart",261,2,354,"THEFT OF IDENTITY",57,"F","K",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","2600 W  8TH                          ST",34.0573,-118.2832,237,"1","Afternoon","Thursday"
222007391,2022-03-21,2022-03-20,200,20,"Olympic",2031,2,354,"THEFT OF IDENTITY",26,"F","H",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","700 S  WILTON                       PL",34.0599,-118.3143,1,"0","Midnight","Sunday"
212104496,2021-01-16,2020-11-22,1000,21,"Topanga",2187,2,354,"THEFT OF IDENTITY",61,"M","W",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","20900    DE LA GUERRA                 ST",34.1638,-118.5884,55,"1","Morning","Sunday"
231514180,2023-08-29,2022-09-01,2000,15,"N Hollywood",1519,2,354,"THEFT OF IDENTITY",52,"F","W",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","6600    SATSUMA                      AV",34.1903,-118.3671,362,"1","Evening","Thursday"
220211620,2022-06-05,2022-06-02,720,2,"Rampart",216,2,354,"THEFT OF IDENTITY",34,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","2400    BELLEVUE                     AV",34.0746,-118.2707,3,"1","Morning","Thursday"
240110090,2024-04-09,2024-04-08,2127,1,"Central",162,2,354,"THEFT OF IDENTITY",43,"M","O",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","800 S  OLIVE                        ST",34.0452,-118.2569,1,"0","Evening","Monday"
230307155,2023-03-02,2023-03-02,710,3,"Southwest",375,2,354,"THEFT OF IDENTITY",32,"F","B",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","1800 W  MARTIN LUTHER KING JR        BL",34.0146,-118.313,0,"0","Morning","Thursday"
222117637,2022-12-06,2022-12-04,950,21,"Topanga",2144,2,354,"THEFT OF IDENTITY",36,"F","W",605,"AUTOMATED TELLER MACHINE (ATM)","IC","Invest Cont","6400    PONCE                        AV",34.1864,-118.6212,2,"1","Morning","Sunday"
210308730,2021-04-06,2020-11-21,1200,3,"Southwest",331,2,354,"THEFT OF IDENTITY",53,"M","K",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","4800 W  ADAMS                        BL",34.0325,-118.3447,136,"1","Afternoon","Saturday"
220916678,2022-11-29,2022-11-23,1200,9,"Van Nuys",985,2,354,"THEFT OF IDENTITY",69,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","14300    VENTURA                      BL",34.1502,-118.4443,6,"1","Afternoon","Wednesday"
230106216,2023-02-03,2023-02-01,1830,1,"Central",129,2,354,"THEFT OF IDENTITY",47,"F","W",101,"STREET","IC","Invest Cont","CENTER",34.0509,-118.2316,2,"1","Afternoon","Wednesday"
221004153,2022-01-05,2022-01-03,1926,10,"West Valley",1029,2,354,"THEFT OF IDENTITY",35,"F","B",605,"AUTOMATED TELLER MACHINE (ATM)","IC","Invest Cont","16000    SHERMAN                      WY",34.2011,-118.4818,2,"1","Evening","Monday"
210311010,2021-05-19,2021-05-18,1845,3,"Southwest",336,2,354,"THEFT OF IDENTITY",19,"F","W",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","2000 W  31ST                         ST",34.0265,-118.3095,1,"0","Afternoon","Tuesday"
231807272,2023-03-04,2023-03-04,1720,18,"Southeast",1822,2,354,"THEFT OF IDENTITY",43,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","9700 S  BROADWAY",33.9483,-118.2781,0,"0","Afternoon","Saturday"
201612468,2020-08-31,2020-08-20,905,16,"Foothill",1669,2,354,"THEFT OF IDENTITY",45,"M","W",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","9500    TUJUNGA CANYON               BL",34.2403,-118.2731,11,"1","Morning","Thursday"
231014864,2023-08-23,2023-08-22,1210,10,"West Valley",1035,2,354,"THEFT OF IDENTITY",32,"M","H",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","17900    DUNCAN                       ST",34.1859,-118.5229,1,"0","Afternoon","Tuesday"
221712699,2022-07-08,2022-07-08,1035,17,"Devonshire",1756,2,354,"THEFT OF IDENTITY",83,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","17800    MERRIDY                      ST",34.2522,-118.5216,0,"0","Morning","Friday"
231315905,2023-08-19,2023-03-14,1035,13,"Newton",1353,2,354,"THEFT OF IDENTITY",58,"M","H",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","900 E  46TH                         ST",34.0018,-118.26,158,"1","Morning","Tuesday"
230315983,2023-08-26,2023-08-26,300,3,"Southwest",328,2,354,"THEFT OF IDENTITY",25,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","2600    PORTLAND                     ST",34.0309,-118.2821,0,"0","Midnight","Saturday"
231011205,2023-07-03,2023-07-03,635,10,"West Valley",1023,2,354,"THEFT OF IDENTITY",56,"M","O",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","6500    WILBUR                       AV",34.1887,-118.5447,0,"0","Morning","Monday"
200809687,2020-05-20,2020-05-19,1500,8,"West LA",804,2,354,"THEFT OF IDENTITY",57,"M","H",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","3100    ELVIDO                       DR",34.1285,-118.4897,1,"0","Afternoon","Tuesday"
231707687,2023-04-04,2020-05-08,1845,17,"Devonshire",1745,2,354,"THEFT OF IDENTITY",44,"M","O",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","17100    CHATSWORTH                   ST",34.2648,-118.5055,1061,"1","Afternoon","Friday"
221707436,2022-04-06,2022-04-06,1951,17,"Devonshire",1764,2,354,"THEFT OF IDENTITY",36,"M","X",243,"DIY CENTER (LOWE'S,HOME DEPOT,OSH,CONTRACTORS WAREHOUSE)","IC","Invest Cont","19600    NORDHOFF                     ST",34.2355,-118.5604,0,"0","Evening","Wednesday"
201421864,2020-12-12,2020-11-26,1200,14,"Pacific",1445,2,354,"THEFT OF IDENTITY",42,"M","O",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","12800    MATTESON                     AV",33.998,-118.4399,16,"1","Afternoon","Thursday"
240210714,2024-06-07,2024-02-15,1110,2,"Rampart",249,2,354,"THEFT OF IDENTITY",28,"F","X",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","1100 W  7TH                          ST",34.0542,-118.2611,113,"1","Morning","Thursday"
241709058,2024-05-02,2024-03-18,1100,17,"Devonshire",1735,2,354,"THEFT OF IDENTITY",41,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","17100    CHATSWORTH                   ST",34.2684,-118.5149,45,"1","Morning","Monday"
221418821,2022-11-12,2022-11-10,1200,14,"Pacific",1416,2,354,"THEFT OF IDENTITY",70,"M","W",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","12600    PRESTON                      WY",34.0095,-118.4415,2,"1","Afternoon","Thursday"
212008587,2021-04-28,2020-09-25,1000,20,"Olympic",2029,2,354,"THEFT OF IDENTITY",15,"M","H",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","400 S  VIRGIL                       AV",34.0663,-118.2871,215,"1","Morning","Friday"
201108285,2020-04-13,2020-04-01,800,11,"Northeast",1146,2,354,"THEFT OF IDENTITY",42,"F","H",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","2800    PARTRIDGE                    AV",34.103,-118.2485,12,"1","Morning","Wednesday"
221916357,2022-11-02,2022-11-02,200,19,"Mission",1983,2,354,"THEFT OF IDENTITY",25,"F","H",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","15000    PARTHENIA                    ST",34.2281,-118.4592,0,"0","Midnight","Wednesday"
201614596,2020-11-05,2020-09-27,1436,16,"Foothill",1636,2,354,"THEFT OF IDENTITY",52,"M","W",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","9000    HILLROSE                     ST",34.2624,-118.3293,39,"1","Afternoon","Sunday"
240216719,2024-11-05,2024-10-29,1254,2,"Rampart",215,2,354,"THEFT OF IDENTITY",30,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","500 N  CORONADO                     ST",34.0757,-118.2777,7,"1","Afternoon","Tuesday"
221916442,2022-11-02,2022-11-02,530,19,"Mission",1971,2,354,"THEFT OF IDENTITY",39,"F","B",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","15500    NORDHOFF                     ST",34.2356,-118.4698,0,"0","Morning","Wednesday"
221010708,2022-06-15,2022-06-03,1203,10,"West Valley",1027,2,354,"THEFT OF IDENTITY",38,"M","J",602,"BANK","IC","Invest Cont","6800    SHOSHONE                     AV",34.1939,-118.5163,12,"1","Afternoon","Friday"
230304171,2023-01-03,2023-01-03,110,3,"Southwest",338,2,354,"THEFT OF IDENTITY",38,"F","B",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","2900 S  CATALINA                     ST",34.0287,-118.2937,0,"0","Midnight","Tuesday"
240706408,2024-02-27,2024-02-27,1115,7,"Wilshire",743,2,354,"THEFT OF IDENTITY",78,"M","W",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","800 S  SIERRA BONITA                AV",34.0605,-118.3546,0,"0","Morning","Tuesday"
211114497,2021-10-23,2021-08-26,1401,11,"Northeast",1169,2,354,"THEFT OF IDENTITY",67,"F","H",750,"CYBERSPACE","IC","Invest Cont","300 S  AVE 56",34.104,-118.1971,58,"1","Afternoon","Thursday"
231705871,2023-02-03,2023-02-02,550,17,"Devonshire",1723,2,354,"THEFT OF IDENTITY",33,"F","H",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","10300    DE SOTO                      AV",34.2573,-118.5886,1,"0","Morning","Thursday"
201517875,2020-11-22,2020-07-01,900,15,"N Hollywood",1523,2,354,"THEFT OF IDENTITY",66,"F","O",710,"OTHER PREMISE","IC","Invest Cont","6200    BEEMAN                       AV",34.183,-118.4074,144,"1","Morning","Wednesday"
240207999,2024-03-21,2022-02-15,1000,2,"Rampart",236,2,354,"THEFT OF IDENTITY",55,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","200 N  BONNIE BRAE                  ST",34.0669,-118.2671,765,"1","Morning","Tuesday"
232009410,2023-05-07,2023-02-10,1219,20,"Olympic",2001,2,354,"THEFT OF IDENTITY",52,"F","H",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","500 N  VAN NESS                     AV",34.0803,-118.3157,86,"1","Afternoon","Friday"
232111763,2023-07-17,2023-07-14,1020,21,"Topanga",2157,2,354,"THEFT OF IDENTITY",41,"F","F",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","20500    ARCHWOOD                     ST",34.1927,-118.5797,3,"1","Morning","Friday"
201913826,2020-08-26,2020-08-26,905,19,"Mission",1977,2,354,"THEFT OF IDENTITY",30,"F","H",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","8700    WOODMAN                      AV",34.228,-118.4344,0,"0","Morning","Wednesday"
201420456,2020-11-15,2020-10-31,1931,14,"Pacific",1456,2,354,"THEFT OF IDENTITY",49,"M","B",210,"RESTAURANT/FAST FOOD","IC","Invest Cont","11700    COURTLEIGH                   DR",33.9974,-118.4188,15,"1","Evening","Saturday"
230705369,2023-02-01,2023-02-01,730,7,"Wilshire",765,2,354,"THEFT OF IDENTITY",32,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","5000 W  PICO                         BL",34.0478,-118.3459,0,"0","Morning","Wednesday"
210708065,2021-04-23,2020-10-01,2025,7,"Wilshire",764,2,354,"THEFT OF IDENTITY",46,"F","W",710,"OTHER PREMISE","IC","Invest Cont","1600    CARMONA                      AV",34.0439,-118.3598,204,"1","Evening","Thursday"
230904337,2023-01-10,2022-10-24,1200,9,"Van Nuys",966,2,354,"THEFT OF IDENTITY",50,"M","A",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","13600    RIVERSIDE                    DR",34.1576,-118.429,78,"1","Afternoon","Monday"
230813487,2023-08-21,2022-10-08,1800,8,"West LA",889,2,354,"THEFT OF IDENTITY",35,"F","W",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","1800    PREUSS                       RD",34.0465,-118.3851,317,"1","Afternoon","Saturday"
210715526,2021-11-11,2021-01-19,1635,7,"Wilshire",745,2,354,"THEFT OF IDENTITY",32,"M","W",710,"OTHER PREMISE","IC","Invest Cont","5600    WILSHIRE                     BL",34.0624,-118.351,296,"1","Afternoon","Tuesday"
241412978,2024-09-09,2024-06-08,1345,14,"Pacific",1407,2,354,"THEFT OF IDENTITY",31,"M","K",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","3600    JASMINE                      AV",34.026,-118.4052,93,"1","Afternoon","Saturday"
210905047,2021-01-29,2020-11-16,1620,9,"Van Nuys",906,2,354,"THEFT OF IDENTITY",31,"F","W",602,"BANK","IC","Invest Cont","14300    COHASSET                     ST",34.2066,-118.4475,74,"1","Afternoon","Monday"
220216583,2022-09-12,2022-09-05,1323,2,"Rampart",238,2,354,"THEFT OF IDENTITY",30,"F","H",402,"MARKET","IC","Invest Cont","1500 W  TEMPLE                       ST",34.0678,-118.259,7,"1","Afternoon","Monday"
